model,benchmark,detector,n_clean,n_contam,clean_acc,contam_acc,obs_gap,ci_low,ci_high,perm_p
Qwen__Qwen2.5-14B,hellaswag_val,mink_50,500,500,0.962,0.862,0.09999999999999998,0.06594999999999995,0.134,1.0
Qwen__Qwen2.5-14B,arc_challenge,mink_5,500,500,0.942,0.93,0.0119999999999999,-0.017999999999999905,0.039999999999999925,0.8248
Qwen__Qwen2.5-14B,arc_challenge,mink_10,500,500,0.952,0.92,0.03199999999999992,0.0020000000000000018,0.061999999999999944,0.9886
Qwen__Qwen2.5-14B,arc_challenge,mink_20,500,500,0.954,0.918,0.03599999999999992,0.006000000000000005,0.06399999999999995,0.992
Qwen__Qwen2.5-14B,arc_challenge,mink_30,500,500,0.952,0.92,0.03199999999999992,0.0,0.061999999999999944,0.9888
Qwen__Qwen2.5-14B,arc_challenge,mink_50,500,500,0.952,0.92,0.03199999999999992,0.0020000000000000018,0.061999999999999944,0.9826
Qwen__Qwen2.5-14B,arc_challenge,v2_ensemble,767,22,0.9361147327249022,0.9545454545454546,-0.018430721820552387,-0.07692307692307687,0.08030105487732608,0.5904
Qwen__Qwen2.5-14B,humaneval,mink_5,82,82,0.0975609756097561,0.13414634146341464,-0.03658536585365854,-0.13414634146341464,0.060975609756097546,0.3098
Qwen__Qwen2.5-14B,humaneval,mink_10,82,82,0.0975609756097561,0.13414634146341464,-0.03658536585365854,-0.13414634146341464,0.06097560975609756,0.3122
Qwen__Qwen2.5-14B,humaneval,mink_20,82,82,0.07317073170731707,0.15853658536585366,-0.08536585365853659,-0.18292682926829268,0.01219512195121951,0.0696
Qwen__Qwen2.5-14B,humaneval,mink_30,82,82,0.07317073170731707,0.15853658536585366,-0.08536585365853659,-0.18292682926829268,0.01219512195121951,0.0656
Qwen__Qwen2.5-14B,humaneval,mink_50,82,82,0.07317073170731707,0.15853658536585366,-0.08536585365853659,-0.18292682926829268,0.01219512195121951,0.0674
Qwen__Qwen2.5-14B,mbpp,mink_5,250,250,0.004,0.0,0.004,0.0,0.012,1.0
Qwen__Qwen2.5-14B,mbpp,mink_10,250,250,0.004,0.0,0.004,0.0,0.012,1.0
Qwen__Qwen2.5-14B,mbpp,mink_20,250,250,0.004,0.0,0.004,0.0,0.012,1.0
Qwen__Qwen2.5-14B,mbpp,mink_30,250,250,0.004,0.0,0.004,0.0,0.012,1.0
Qwen__Qwen2.5-14B,mbpp,mink_50,250,250,0.004,0.0,0.004,0.0,0.012,1.0
Qwen__Qwen2.5-14B,mbpp,v2_ensemble,288,63,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen2.5-14B,truthfulqa_mc,mink_5,408,409,0.7107843137254902,0.7017114914425427,0.00907282228294748,-0.057038178963517025,0.07271441583968552,0.6408
Qwen__Qwen2.5-14B,truthfulqa_mc,mink_10,408,409,0.7205882352941176,0.6919315403422983,0.028656694951819328,-0.032516539623184335,0.09474327628361856,0.8306
Qwen__Qwen2.5-14B,truthfulqa_mc,mink_20,408,409,0.7156862745098039,0.6968215158924206,0.018864758617383348,-0.04476544896687283,0.07760469102066257,0.7434
Qwen__Qwen2.5-14B,truthfulqa_mc,mink_30,408,409,0.7230392156862745,0.6894865525672371,0.033552663119037374,-0.027668212761877357,0.0948432031736897,0.8738
Qwen__Qwen2.5-14B,truthfulqa_mc,mink_50,408,409,0.7377450980392157,0.6748166259168704,0.06292847212234531,0.00171973129104952,0.1241610336065967,0.9782
Qwen__Qwen2.5-32B,gsm8k_test,mink_5,500,500,0.018,0.02,-0.0020000000000000018,-0.019999999999999997,0.014000000000000002,0.5068
Qwen__Qwen2.5-32B,gsm8k_test,mink_10,500,500,0.022,0.016,0.005999999999999998,-0.011999999999999999,0.022,0.8236
Qwen__Qwen2.5-32B,gsm8k_test,mink_20,500,500,0.016,0.022,-0.005999999999999998,-0.024,0.01004999999999973,0.3174
Qwen__Qwen2.5-32B,gsm8k_test,mink_30,500,500,0.016,0.022,-0.005999999999999998,-0.022000000000000002,0.011999999999999999,0.3188
Qwen__Qwen2.5-32B,gsm8k_test,mink_50,500,500,0.016,0.022,-0.005999999999999998,-0.022,0.011999999999999999,0.3222
Qwen__Qwen2.5-32B,gsm8k_test,v2_ensemble,374,49,0.02406417112299465,0.0,0.02406417112299465,0.0106951871657754,0.040106951871657755,1.0
Qwen__Qwen2.5-32B,mmlu_test,mink_5,484,485,0.8099173553719008,0.8474226804123711,-0.03750532504047033,-0.0849409985515889,0.012009137769447023,0.0728
Qwen__Qwen2.5-32B,mmlu_test,mink_10,484,485,0.8140495867768595,0.843298969072165,-0.029249382295305493,-0.07877662520235153,0.016154149271534482,0.1292
Qwen__Qwen2.5-32B,mmlu_test,mink_20,484,485,0.8057851239669421,0.8515463917525773,-0.04576126778563516,-0.09529713725824321,-0.0003573102155575687,0.0302
Qwen__Qwen2.5-32B,mmlu_test,mink_30,484,485,0.8057851239669421,0.8515463917525773,-0.04576126778563516,-0.09114360569140326,0.0017128525176790903,0.0322
Qwen__Qwen2.5-32B,mmlu_test,mink_50,484,485,0.8119834710743802,0.845360824742268,-0.033377353667887855,-0.0808470009372071,0.014171210701201035,0.1004
Qwen__Qwen2.5-32B,mmlu_test,v2_ensemble,792,16,0.8383838383838383,0.875,-0.03661616161616166,-0.17045454545454541,0.15214646464646464,0.505
Qwen__Qwen2.5-32B,hellaswag_val,mink_5,500,500,0.982,0.928,0.05399999999999994,0.028000000000000025,0.07999999999999996,1.0
Qwen__Qwen2.5-32B,hellaswag_val,mink_10,500,500,0.986,0.924,0.061999999999999944,0.03600000000000003,0.08799999999999997,1.0
Qwen__Qwen2.5-32B,hellaswag_val,mink_20,500,500,0.99,0.92,0.06999999999999995,0.04400000000000004,0.09399999999999997,1.0
Qwen__Qwen2.5-32B,hellaswag_val,mink_30,500,500,0.988,0.922,0.06599999999999995,0.041999999999999926,0.09199999999999997,1.0
Qwen__Qwen2.5-32B,hellaswag_val,mink_50,500,500,0.99,0.92,0.06999999999999995,0.04599999999999993,0.09599999999999997,1.0
Qwen__Qwen2.5-32B,arc_challenge,mink_5,500,500,0.96,0.946,0.014000000000000012,-0.012050000000000005,0.039999999999999925,0.8928
Qwen__Qwen2.5-32B,arc_challenge,mink_10,500,500,0.968,0.938,0.030000000000000027,0.0040000000000000036,0.05599999999999994,0.99
Qwen__Qwen2.5-32B,arc_challenge,mink_20,500,500,0.968,0.938,0.030000000000000027,0.0040000000000000036,0.05599999999999994,0.9908
Qwen__Qwen2.5-32B,arc_challenge,mink_30,500,500,0.966,0.94,0.026000000000000023,0.0,0.05399999999999994,0.9816
Qwen__Qwen2.5-32B,arc_challenge,mink_50,500,500,0.964,0.942,0.02200000000000002,-0.0040000000000000036,0.04799999999999993,0.9648
Qwen__Qwen2.5-32B,arc_challenge,v2_ensemble,759,22,0.9486166007905138,1.0,-0.0513833992094862,-0.06719367588932801,-0.035573122529644285,0.33
Qwen__Qwen2.5-32B,humaneval,mink_5,82,82,0.10975609756097561,0.14634146341463414,-0.03658536585365853,-0.13414634146341464,0.060975609756097573,0.3144
Qwen__Qwen2.5-32B,humaneval,mink_10,82,82,0.10975609756097561,0.14634146341463414,-0.03658536585365853,-0.14634146341463414,0.060975609756097573,0.3176
Qwen__Qwen2.5-32B,humaneval,mink_20,82,82,0.08536585365853659,0.17073170731707318,-0.08536585365853659,-0.1829268292682927,0.012195121951219523,0.0814
Qwen__Qwen2.5-32B,humaneval,mink_30,82,82,0.08536585365853659,0.17073170731707318,-0.08536585365853659,-0.18292682926829268,0.02439024390243902,0.0764
Qwen__Qwen2.5-32B,humaneval,mink_50,82,82,0.08536585365853659,0.17073170731707318,-0.08536585365853659,-0.1951219512195122,0.012195121951219523,0.0844
Qwen__Qwen2.5-32B,mbpp,mink_5,250,250,0.004,0.004,0.0,-0.012,0.012,0.7612
Qwen__Qwen2.5-32B,mbpp,mink_10,250,250,0.004,0.004,0.0,-0.012,0.012,0.7418
Qwen__Qwen2.5-32B,mbpp,mink_20,250,250,0.008,0.0,0.008,0.0,0.02,1.0
Qwen__Qwen2.5-32B,mbpp,mink_30,250,250,0.008,0.0,0.008,0.0,0.02,1.0
Qwen__Qwen2.5-32B,mbpp,mink_50,250,250,0.008,0.0,0.008,0.0,0.02,1.0
Qwen__Qwen2.5-32B,mbpp,v2_ensemble,340,50,0.0029411764705882353,0.02,-0.017058823529411765,-0.06,0.008823529411764706,0.2394
Qwen__Qwen2.5-32B,truthfulqa_mc,mink_5,408,409,0.8137254901960784,0.7701711491442543,0.0435543410518241,-0.012776559278968253,0.09488709909391635,0.9496
Qwen__Qwen2.5-32B,truthfulqa_mc,mink_10,408,409,0.8014705882352942,0.78239608801956,0.019074500215734203,-0.03722613739872471,0.07783241047030064,0.7686
Qwen__Qwen2.5-32B,truthfulqa_mc,mink_20,408,409,0.8112745098039216,0.7726161369193154,0.03865837288460616,-0.01758308763603243,0.09740414808955367,0.925
Qwen__Qwen2.5-32B,truthfulqa_mc,mink_30,408,409,0.8112745098039216,0.7726161369193154,0.03865837288460616,-0.015275180977036285,0.09250832973776311,0.9272
Qwen__Qwen2.5-32B,truthfulqa_mc,mink_50,408,409,0.8308823529411765,0.7530562347188264,0.07782611822235008,0.026433434009300538,0.12927872860635692,0.998
Qwen__Qwen2.5-7B,gsm8k_test,mink_5,500,500,0.024,0.028,-0.004,-0.023999999999999997,0.016,0.4224
Qwen__Qwen2.5-7B,gsm8k_test,mink_10,500,500,0.03,0.022,0.008,-0.012,0.028,0.8374
Qwen__Qwen2.5-7B,gsm8k_test,mink_20,500,500,0.024,0.028,-0.004,-0.024,0.016,0.4154
Qwen__Qwen2.5-7B,gsm8k_test,mink_30,500,500,0.022,0.03,-0.008,-0.028000000000000004,0.012,0.2934
Qwen__Qwen2.5-7B,gsm8k_test,mink_50,500,500,0.022,0.03,-0.008,-0.027999999999999997,0.011999999999999997,0.2816
Qwen__Qwen2.5-7B,gsm8k_test,v2_ensemble,290,80,0.03103448275862069,0.0125,0.01853448275862069,-0.014655172413793105,0.04827586206896552,0.9176
Qwen__Qwen2.5-7B,mmlu_test,mink_5,484,485,0.6859504132231405,0.7443298969072165,-0.05837948368407597,-0.11207793729232338,-0.0025660305018320242,0.0222
Qwen__Qwen2.5-7B,mmlu_test,mink_10,484,485,0.6611570247933884,0.7690721649484537,-0.1079151401550652,-0.1636796029649826,-0.052172190508647916,0.0002
Qwen__Qwen2.5-7B,mmlu_test,mink_20,484,485,0.6611570247933884,0.7690721649484537,-0.1079151401550652,-0.16367907046093555,-0.0501575146971117,0.0002
Qwen__Qwen2.5-7B,mmlu_test,mink_30,484,485,0.6590909090909091,0.7711340206185567,-0.11204311152764768,-0.16780746783675554,-0.05630878844679218,0.0002
Qwen__Qwen2.5-7B,mmlu_test,mink_50,484,485,0.6652892561983471,0.7649484536082474,-0.09965919740990026,-0.15343646161710828,-0.04596990287126178,0.0004
Qwen__Qwen2.5-7B,hellaswag_val,mink_5,500,500,0.874,0.852,0.02200000000000002,-0.020000000000000018,0.06399999999999995,0.8718
Qwen__Qwen2.5-7B,hellaswag_val,mink_10,500,500,0.912,0.814,0.09800000000000009,0.05600000000000005,0.14200000000000002,1.0
Qwen__Qwen2.5-7B,hellaswag_val,mink_20,500,500,0.926,0.8,0.126,0.08200000000000007,0.16800000000000004,1.0
Qwen__Qwen2.5-7B,hellaswag_val,mink_30,500,500,0.922,0.804,0.118,0.07600000000000007,0.16000000000000003,1.0
Qwen__Qwen2.5-7B,hellaswag_val,mink_50,500,500,0.92,0.806,0.11399999999999999,0.07200000000000006,0.15599999999999992,1.0
Qwen__Qwen2.5-7B,arc_challenge,mink_5,500,500,0.894,0.888,0.006000000000000005,-0.03200000000000003,0.04200000000000004,0.6544
Qwen__Qwen2.5-7B,arc_challenge,mink_10,500,500,0.894,0.888,0.006000000000000005,-0.03400000000000003,0.04204999999999976,0.6598
Qwen__Qwen2.5-7B,arc_challenge,mink_20,500,500,0.892,0.89,0.0020000000000000018,-0.038000000000000034,0.040000000000000036,0.581
Qwen__Qwen2.5-7B,arc_challenge,mink_30,500,500,0.894,0.888,0.006000000000000005,-0.03200000000000003,0.04600000000000004,0.657
Qwen__Qwen2.5-7B,arc_challenge,mink_50,500,500,0.892,0.89,0.0020000000000000018,-0.03600000000000003,0.040000000000000036,0.5816
Qwen__Qwen2.5-7B,arc_challenge,v2_ensemble,815,14,0.901840490797546,0.9285714285714286,-0.02673093777388258,-0.1128834355828221,0.12226117440841366,0.587
Qwen__Qwen2.5-7B,humaneval,mink_5,82,82,0.08536585365853659,0.0975609756097561,-0.01219512195121951,-0.0975609756097561,0.07317073170731708,0.493
Qwen__Qwen2.5-7B,humaneval,mink_10,82,82,0.08536585365853659,0.0975609756097561,-0.01219512195121951,-0.09756097560975611,0.08536585365853658,0.505
Qwen__Qwen2.5-7B,humaneval,mink_20,82,82,0.07317073170731707,0.10975609756097561,-0.03658536585365854,-0.12195121951219512,0.04878048780487805,0.2982
Qwen__Qwen2.5-7B,humaneval,mink_30,82,82,0.06097560975609756,0.12195121951219512,-0.06097560975609756,-0.14634146341463417,0.024390243902439025,0.1342
Qwen__Qwen2.5-7B,humaneval,mink_50,82,82,0.07317073170731707,0.10975609756097561,-0.03658536585365854,-0.13414634146341464,0.04878048780487805,0.299
Qwen__Qwen2.5-7B,mbpp,mink_5,250,250,0.024,0.004,0.02,0.004,0.04,0.9924
Qwen__Qwen2.5-7B,mbpp,mink_10,250,250,0.024,0.004,0.02,0.0,0.040099999999999456,0.992
Qwen__Qwen2.5-7B,mbpp,mink_20,250,250,0.024,0.004,0.02,0.0,0.04,0.9926
Qwen__Qwen2.5-7B,mbpp,mink_30,250,250,0.024,0.004,0.02,0.0,0.04,0.9934
Qwen__Qwen2.5-7B,mbpp,mink_50,250,250,0.024,0.004,0.02,0.0,0.044,0.9934
Qwen__Qwen2.5-7B,mbpp,v2_ensemble,353,47,0.0084985835694051,0.06382978723404255,-0.05533120366463745,-0.1348426857935025,0.0084985835694051,0.0242
Qwen__Qwen2.5-7B,truthfulqa_mc,mink_5,408,409,0.7450980392156863,0.7041564792176039,0.040941559998082355,-0.02024306054940317,0.09969917062179401,0.914
Qwen__Qwen2.5-7B,truthfulqa_mc,mink_10,408,409,0.7426470588235294,0.706601466992665,0.03604559183086442,-0.02512179994247086,0.09722436957668146,0.8894
Qwen__Qwen2.5-7B,truthfulqa_mc,mink_20,408,409,0.7549019607843137,0.6943765281173594,0.060525432666954315,-0.0006478019080492364,0.12175215134953732,0.978
Qwen__Qwen2.5-7B,truthfulqa_mc,mink_30,408,409,0.7573529411764706,0.6919315403422983,0.06542140083417225,0.006609557025744289,0.12663598446713642,0.9804
Qwen__Qwen2.5-7B,truthfulqa_mc,mink_50,408,409,0.7720588235294118,0.6772616136919315,0.0947972098374803,0.033582026942806556,0.1559878230020615,0.9996
Qwen__Qwen2.5-Coder-7B,gsm8k_test,mink_5,500,500,0.03,0.012,0.018,0.0,0.036000000000000004,0.989
Qwen__Qwen2.5-Coder-7B,gsm8k_test,mink_10,500,500,0.028,0.014,0.014,-0.004,0.032,0.9602
Qwen__Qwen2.5-Coder-7B,gsm8k_test,mink_20,500,500,0.024,0.018,0.006000000000000002,-0.012,0.024,0.8132
Qwen__Qwen2.5-Coder-7B,gsm8k_test,mink_30,500,500,0.026,0.016,0.009999999999999998,-0.008,0.028,0.9146
Qwen__Qwen2.5-Coder-7B,gsm8k_test,mink_50,500,500,0.024,0.018,0.006000000000000002,-0.012,0.02204999999999973,0.8148
Qwen__Qwen2.5-Coder-7B,gsm8k_test,v2_ensemble,528,23,0.013257575757575758,0.0,0.013257575757575758,0.003787878787878788,0.02462121212121212,1.0
Qwen__Qwen2.5-Coder-7B,mmlu_test,mink_5,484,485,0.5764462809917356,0.6536082474226804,-0.07716196643094486,-0.1391073102155577,-0.019391347874243865,0.0082
Qwen__Qwen2.5-Coder-7B,mmlu_test,mink_10,484,485,0.5516528925619835,0.6783505154639176,-0.1266976229019341,-0.18654692425662434,-0.06471415182755391,0.0
Qwen__Qwen2.5-Coder-7B,mmlu_test,mink_20,484,485,0.5557851239669421,0.6742268041237114,-0.11844168015676926,-0.1823891326574082,-0.05652636960040902,0.0
Qwen__Qwen2.5-Coder-7B,mmlu_test,mink_30,484,485,0.5495867768595041,0.6804123711340206,-0.13082559427451657,-0.1886388131549799,-0.07289959103689209,0.0
Qwen__Qwen2.5-Coder-7B,mmlu_test,mink_50,484,485,0.5578512396694215,0.6721649484536083,-0.11431370878418678,-0.17826978785038763,-0.05639207207974812,0.0004
Qwen__Qwen2.5-Coder-7B,hellaswag_val,mink_5,500,500,0.848,0.76,0.08799999999999997,0.03799999999999992,0.136,0.9998
Qwen__Qwen2.5-Coder-7B,hellaswag_val,mink_10,500,500,0.852,0.756,0.09599999999999997,0.04799999999999993,0.14600000000000002,1.0
Qwen__Qwen2.5-Coder-7B,hellaswag_val,mink_20,500,500,0.848,0.76,0.08799999999999997,0.039999999999999925,0.138,1.0
Qwen__Qwen2.5-Coder-7B,hellaswag_val,mink_30,500,500,0.852,0.756,0.09599999999999997,0.04599999999999993,0.14600000000000002,1.0
Qwen__Qwen2.5-Coder-7B,hellaswag_val,mink_50,500,500,0.854,0.754,0.09999999999999998,0.05399999999999994,0.15000000000000002,1.0
Qwen__Qwen2.5-Coder-7B,arc_challenge,mink_5,500,500,0.85,0.876,-0.026000000000000023,-0.06800000000000006,0.018000000000000016,0.1324
Qwen__Qwen2.5-Coder-7B,arc_challenge,mink_10,500,500,0.852,0.874,-0.02200000000000002,-0.06600000000000006,0.018000000000000016,0.1872
Qwen__Qwen2.5-Coder-7B,arc_challenge,mink_20,500,500,0.87,0.856,0.014000000000000012,-0.03200000000000003,0.05800000000000005,0.7754
Qwen__Qwen2.5-Coder-7B,arc_challenge,mink_30,500,500,0.868,0.858,0.010000000000000009,-0.03400000000000003,0.052000000000000046,0.7134
Qwen__Qwen2.5-Coder-7B,arc_challenge,mink_50,500,500,0.862,0.864,-0.0020000000000000018,-0.04400000000000004,0.040000000000000036,0.5092
Qwen__Qwen2.5-Coder-7B,humaneval,mink_5,82,82,0.07317073170731707,0.10975609756097561,-0.03658536585365854,-0.12195121951219513,0.04878048780487805,0.2954
Qwen__Qwen2.5-Coder-7B,humaneval,mink_10,82,82,0.07317073170731707,0.10975609756097561,-0.03658536585365854,-0.13414634146341464,0.04878048780487805,0.294
Qwen__Qwen2.5-Coder-7B,humaneval,mink_20,82,82,0.036585365853658534,0.14634146341463414,-0.1097560975609756,-0.1951219512195122,-0.024390243902439032,0.0148
Qwen__Qwen2.5-Coder-7B,humaneval,mink_30,82,82,0.04878048780487805,0.13414634146341464,-0.08536585365853659,-0.17073170731707318,0.0,0.05
Qwen__Qwen2.5-Coder-7B,humaneval,mink_50,82,82,0.04878048780487805,0.13414634146341464,-0.08536585365853659,-0.17073170731707318,0.0,0.0516
Qwen__Qwen2.5-Coder-7B,mbpp,mink_5,250,250,0.004,0.004,0.0,-0.012,0.012,0.7466
Qwen__Qwen2.5-Coder-7B,mbpp,mink_10,250,250,0.008,0.0,0.008,0.0,0.02,1.0
Qwen__Qwen2.5-Coder-7B,mbpp,mink_20,250,250,0.008,0.0,0.008,0.0,0.02,1.0
Qwen__Qwen2.5-Coder-7B,mbpp,mink_30,250,250,0.008,0.0,0.008,0.0,0.02,1.0
Qwen__Qwen2.5-Coder-7B,mbpp,mink_50,250,250,0.008,0.0,0.008,0.0,0.02,1.0
Qwen__Qwen2.5-Coder-7B,mbpp,v2_ensemble,292,52,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen2.5-Coder-7B,truthfulqa_mc,mink_5,408,409,0.5833333333333334,0.5378973105134475,0.0454360228198859,-0.023113673953689122,0.11151061891749359,0.9104
Qwen__Qwen2.5-Coder-7B,truthfulqa_mc,mink_10,408,409,0.571078431372549,0.5501222493887531,0.020956181983795896,-0.04752205283091236,0.08939876072678457,0.7428
Qwen__Qwen2.5-Coder-7B,truthfulqa_mc,mink_20,408,409,0.5735294117647058,0.5476772616136919,0.025852150151013942,-0.042810207823960944,0.09195700896495528,0.8008
Qwen__Qwen2.5-Coder-7B,truthfulqa_mc,mink_30,408,409,0.5833333333333334,0.5378973105134475,0.0454360228198859,-0.023113973584543913,0.11153638717100539,0.9114
Qwen__Qwen2.5-Coder-7B,truthfulqa_mc,mink_50,408,409,0.5857843137254902,0.5354523227383863,0.05033199098710395,-0.013327730236348808,0.11648449110695624,0.9358
Qwen__Qwen2.5-Math-7B,gsm8k_test,mink_5,500,500,0.266,0.37,-0.10399999999999998,-0.16405000000000003,-0.04400000000000004,0.0004
Qwen__Qwen2.5-Math-7B,gsm8k_test,mink_10,500,500,0.266,0.37,-0.10399999999999998,-0.15999999999999998,-0.04400000000000004,0.0004
Qwen__Qwen2.5-Math-7B,gsm8k_test,mink_20,500,500,0.28,0.356,-0.07599999999999996,-0.13,-0.021950000000000292,0.0068
Qwen__Qwen2.5-Math-7B,gsm8k_test,mink_30,500,500,0.276,0.36,-0.08399999999999996,-0.14,-0.028000000000000025,0.0028
Qwen__Qwen2.5-Math-7B,gsm8k_test,mink_50,500,500,0.282,0.354,-0.07200000000000001,-0.13,-0.014000000000000012,0.008
Qwen__Qwen2.5-Math-7B,gsm8k_test,v2_ensemble,501,27,0.35728542914171657,0.4074074074074074,-0.050121978265690814,-0.24242625859392328,0.1310711909514305,0.3712
Qwen__Qwen2.5-Math-7B,mmlu_test,mink_5,484,485,0.5661157024793388,0.5670103092783505,-0.0008946067990116546,-0.0607738348811451,0.06098236346596242,0.5096
Qwen__Qwen2.5-Math-7B,mmlu_test,mink_10,484,485,0.5661157024793388,0.5670103092783505,-0.0008946067990116546,-0.06280991735537189,0.059006134446621776,0.5126
Qwen__Qwen2.5-Math-7B,mmlu_test,mink_20,484,485,0.5619834710743802,0.5711340206185567,-0.00915054954417649,-0.0710914202947942,0.05484812984578693,0.4032
Qwen__Qwen2.5-Math-7B,mmlu_test,mink_30,484,485,0.5661157024793388,0.5670103092783505,-0.0008946067990116546,-0.05871251171508904,0.058981532759649055,0.5108
Qwen__Qwen2.5-Math-7B,mmlu_test,mink_50,484,485,0.5578512396694215,0.5752577319587628,-0.017406492289341324,-0.07936472267189236,0.044555465621538476,0.3104
Qwen__Qwen2.5-Math-7B,hellaswag_val,mink_5,500,500,0.448,0.41,0.038000000000000034,-0.023999999999999966,0.09999999999999998,0.8984
Qwen__Qwen2.5-Math-7B,hellaswag_val,mink_10,500,500,0.458,0.4,0.057999999999999996,-0.0040000000000000036,0.118,0.971
Qwen__Qwen2.5-Math-7B,hellaswag_val,mink_20,500,500,0.42,0.438,-0.018000000000000016,-0.07999999999999996,0.04200000000000004,0.299
Qwen__Qwen2.5-Math-7B,hellaswag_val,mink_30,500,500,0.418,0.44,-0.02200000000000002,-0.08400000000000002,0.03600000000000003,0.2622
Qwen__Qwen2.5-Math-7B,hellaswag_val,mink_50,500,500,0.422,0.436,-0.014000000000000012,-0.07799999999999996,0.045999999999999985,0.3384
Qwen__Qwen2.5-Math-7B,arc_challenge,mink_5,500,500,0.782,0.736,0.04600000000000004,-0.008000000000000007,0.09999999999999998,0.963
Qwen__Qwen2.5-Math-7B,arc_challenge,mink_10,500,500,0.786,0.732,0.05400000000000005,0.0020000000000000018,0.10799999999999998,0.9788
Qwen__Qwen2.5-Math-7B,arc_challenge,mink_20,500,500,0.792,0.726,0.06600000000000006,0.01200000000000001,0.118,0.994
Qwen__Qwen2.5-Math-7B,arc_challenge,mink_30,500,500,0.782,0.736,0.04600000000000004,-0.008000000000000007,0.10200000000000009,0.9576
Qwen__Qwen2.5-Math-7B,arc_challenge,mink_50,500,500,0.782,0.736,0.04600000000000004,-0.006000000000000005,0.10000000000000009,0.9622
Qwen__Qwen2.5-Math-7B,arc_challenge,v2_ensemble,849,14,0.7526501766784452,0.7857142857142857,-0.03306410903584045,-0.24146054181389875,0.19182231196365473,0.5266
Qwen__Qwen2.5-Math-7B,humaneval,mink_5,82,82,0.10975609756097561,0.07317073170731707,0.03658536585365854,-0.04878048780487805,0.12195121951219512,0.861
Qwen__Qwen2.5-Math-7B,humaneval,mink_10,82,82,0.08536585365853659,0.0975609756097561,-0.01219512195121951,-0.1097560975609756,0.07317073170731708,0.5096
Qwen__Qwen2.5-Math-7B,humaneval,mink_20,82,82,0.0975609756097561,0.08536585365853659,0.01219512195121951,-0.07317073170731708,0.0975609756097561,0.7084
Qwen__Qwen2.5-Math-7B,humaneval,mink_30,82,82,0.08536585365853659,0.0975609756097561,-0.01219512195121951,-0.0975609756097561,0.07317073170731707,0.498
Qwen__Qwen2.5-Math-7B,humaneval,mink_50,82,82,0.06097560975609756,0.12195121951219512,-0.06097560975609756,-0.14634146341463417,0.02439024390243902,0.145
Qwen__Qwen2.5-Math-7B,humaneval,v2_ensemble,37,21,0.08108108108108109,0.09523809523809523,-0.014157014157014147,-0.18404118404118402,0.13513513513513514,0.6112
Qwen__Qwen2.5-Math-7B,mbpp,mink_5,250,250,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen2.5-Math-7B,mbpp,mink_10,250,250,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen2.5-Math-7B,mbpp,mink_20,250,250,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen2.5-Math-7B,mbpp,mink_30,250,250,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen2.5-Math-7B,mbpp,mink_50,250,250,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen2.5-Math-7B,mbpp,v2_ensemble,381,13,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen2.5-Math-7B,truthfulqa_mc,mink_5,408,409,0.3284313725490196,0.34963325183374083,-0.021201879284721226,-0.08242290498106329,0.04245784193873147,0.2892
Qwen__Qwen2.5-Math-7B,truthfulqa_mc,mink_10,408,409,0.3333333333333333,0.34474327628361856,-0.011409942950285246,-0.07994765448966873,0.0546707955798456,0.3882
Qwen__Qwen2.5-Math-7B,truthfulqa_mc,mink_20,408,409,0.3480392156862745,0.33007334963325186,0.01796586605302264,-0.043261002444987755,0.08401694112852963,0.7332
Qwen__Qwen2.5-Math-7B,truthfulqa_mc,mink_30,408,409,0.36519607843137253,0.31295843520782396,0.05223764322354857,-0.011458333333333338,0.11584328107771225,0.9552
Qwen__Qwen2.5-Math-7B,truthfulqa_mc,mink_50,408,409,0.375,0.30317848410757947,0.07182151589242053,0.00818591495277815,0.13542805263914856,0.9868
Qwen__Qwen3-8B,gsm8k_test,mink_5,500,500,0.32,0.344,-0.023999999999999966,-0.08599999999999997,0.03600000000000003,0.2356
Qwen__Qwen3-8B,gsm8k_test,mink_10,500,500,0.32,0.344,-0.023999999999999966,-0.08200000000000002,0.03400000000000003,0.2348
Qwen__Qwen3-8B,gsm8k_test,mink_20,500,500,0.328,0.336,-0.008000000000000007,-0.07,0.05199999999999999,0.4188
Qwen__Qwen3-8B,gsm8k_test,mink_30,500,500,0.324,0.34,-0.016000000000000014,-0.07600000000000001,0.04204999999999976,0.3286
Qwen__Qwen3-8B,gsm8k_test,mink_50,500,500,0.326,0.338,-0.01200000000000001,-0.07,0.04404999999999976,0.3694
Qwen__Qwen3-8B,mmlu_test,mink_5,484,485,0.71900826446281,0.7237113402061855,-0.004703075743375584,-0.06250351452671037,0.05315934651103314,0.463
Qwen__Qwen3-8B,mmlu_test,mink_10,484,485,0.7169421487603306,0.7257731958762886,-0.008831047115958057,-0.06454822356649906,0.05104381443298968,0.3978
Qwen__Qwen3-8B,mmlu_test,mink_20,484,485,0.7066115702479339,0.7360824742268042,-0.02947090397887031,-0.0851750873306637,0.02841281843741992,0.1716
