model,benchmark,detector,n_clean,n_contam,clean_acc,contam_acc,obs_gap,ci_low,ci_high,perm_p
Qwen__Qwen3-8B,mmlu_test,mink_30,484,485,0.7045454545454546,0.7381443298969073,-0.03359887535145267,-0.09136960040896308,0.024209870495015783,0.129
Qwen__Qwen3-8B,mmlu_test,mink_50,484,485,0.71900826446281,0.7237113402061855,-0.004703075743375584,-0.060398739030416704,0.04905374030842601,0.4402
Qwen__Qwen3-8B,hellaswag_val,mink_5,500,500,0.87,0.806,0.06399999999999995,0.019999999999999907,0.10799999999999998,0.9978
Qwen__Qwen3-8B,hellaswag_val,mink_10,500,500,0.882,0.794,0.08799999999999997,0.04400000000000004,0.134,1.0
Qwen__Qwen3-8B,hellaswag_val,mink_20,500,500,0.904,0.772,0.132,0.08999999999999997,0.17799999999999994,1.0
Qwen__Qwen3-8B,hellaswag_val,mink_30,500,500,0.908,0.768,0.14,0.09399999999999997,0.18599999999999994,1.0
Qwen__Qwen3-8B,hellaswag_val,mink_50,500,500,0.91,0.766,0.14400000000000002,0.09799999999999998,0.19000000000000006,1.0
Qwen__Qwen3-8B,arc_challenge,mink_5,500,500,0.92,0.896,0.02400000000000002,-0.01200000000000001,0.05800000000000005,0.928
Qwen__Qwen3-8B,arc_challenge,mink_10,500,500,0.912,0.904,0.008000000000000007,-0.027999999999999914,0.04400000000000004,0.707
Qwen__Qwen3-8B,arc_challenge,mink_20,500,500,0.91,0.906,0.0040000000000000036,-0.03199999999999992,0.040000000000000036,0.624
Qwen__Qwen3-8B,arc_challenge,mink_30,500,500,0.914,0.902,0.01200000000000001,-0.02400000000000002,0.04800000000000004,0.7802
Qwen__Qwen3-8B,arc_challenge,mink_50,500,500,0.908,0.908,0.0,-0.03600000000000003,0.038000000000000034,0.5456
Qwen__Qwen3-8B,humaneval,mink_5,82,82,0.08536585365853659,0.07317073170731707,0.012195121951219523,-0.07317073170731707,0.0975609756097561,0.7146
Qwen__Qwen3-8B,humaneval,mink_10,82,82,0.08536585365853659,0.07317073170731707,0.012195121951219523,-0.07317073170731708,0.08536585365853659,0.7182
Qwen__Qwen3-8B,humaneval,mink_20,82,82,0.08536585365853659,0.07317073170731707,0.012195121951219523,-0.06128048780487804,0.09756097560975609,0.7106
Qwen__Qwen3-8B,humaneval,mink_30,82,82,0.08536585365853659,0.07317073170731707,0.012195121951219523,-0.060975609756097573,0.09756097560975609,0.7184
Qwen__Qwen3-8B,humaneval,mink_50,82,82,0.08536585365853659,0.07317073170731707,0.012195121951219523,-0.07317073170731708,0.09756097560975609,0.726
Qwen__Qwen3-8B,humaneval,v2_ensemble,82,10,0.08536585365853659,0.2,-0.11463414634146342,-0.4024390243902439,0.10975609756097561,0.2482
Qwen__Qwen3-8B,mbpp,mink_5,250,250,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen3-8B,mbpp,mink_10,250,250,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen3-8B,mbpp,mink_20,250,250,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen3-8B,mbpp,mink_30,250,250,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen3-8B,mbpp,mink_50,250,250,0.0,0.0,0.0,0.0,0.0,1.0
Qwen__Qwen3-8B,truthfulqa_mc,mink_5,408,409,0.7965686274509803,0.7383863080684596,0.05818231938252072,-0.0005394853540437977,0.116964949182607,0.9746
Qwen__Qwen3-8B,truthfulqa_mc,mink_10,408,409,0.803921568627451,0.7310513447432763,0.07287022388417475,0.014142576345941738,0.13406083704875593,0.9938
Qwen__Qwen3-8B,truthfulqa_mc,mink_20,408,409,0.8161764705882353,0.7188264058679706,0.09735006472026464,0.036177129776115764,0.15855266311903737,0.9996
Qwen__Qwen3-8B,truthfulqa_mc,mink_30,408,409,0.8186274509803921,0.7163814180929096,0.10224603288748257,0.045969215925979245,0.15851086461479458,1.0
Qwen__Qwen3-8B,truthfulqa_mc,mink_50,408,409,0.8382352941176471,0.6968215158924206,0.1414137782252265,0.08269197348866197,0.19770243060549408,1.0
allenai__OLMo-2-1124-7B,gsm8k_test,mink_5,500,500,0.324,0.288,0.03600000000000003,-0.02400000000000002,0.09199999999999997,0.9002
allenai__OLMo-2-1124-7B,gsm8k_test,mink_10,500,500,0.332,0.28,0.05199999999999999,-0.0040000000000000036,0.10604999999999971,0.9724
allenai__OLMo-2-1124-7B,gsm8k_test,mink_20,500,500,0.338,0.274,0.064,0.006000000000000005,0.118,0.988
allenai__OLMo-2-1124-7B,gsm8k_test,mink_30,500,500,0.332,0.28,0.05199999999999999,-0.006000000000000005,0.11199999999999996,0.9716
allenai__OLMo-2-1124-7B,gsm8k_test,mink_50,500,500,0.344,0.268,0.07599999999999996,0.018000000000000016,0.136,0.996
allenai__OLMo-2-1124-7B,gsm8k_test,v2_ensemble,205,126,0.25853658536585367,0.42063492063492064,-0.16209833526906697,-0.2694928377855207,-0.055940766550522665,0.0016
allenai__OLMo-2-1124-7B,mmlu_test,mink_5,484,485,0.5785123966942148,0.5958762886597938,-0.01736389196557897,-0.07525506943852768,0.04250713555423019,0.3108
allenai__OLMo-2-1124-7B,mmlu_test,mink_10,484,485,0.5702479338842975,0.6041237113402061,-0.03387577745590864,-0.09579119451307828,0.02395895458805492,0.1524
allenai__OLMo-2-1124-7B,mmlu_test,mink_20,484,485,0.5640495867768595,0.6103092783505155,-0.04625969157365606,-0.11035145267104035,0.015604711595808143,0.0728
allenai__OLMo-2-1124-7B,mmlu_test,mink_30,484,485,0.5681818181818182,0.6061855670103092,-0.038003748828491,-0.09995313964386132,0.021820098832751073,0.1244
allenai__OLMo-2-1124-7B,mmlu_test,mink_50,484,485,0.5723140495867769,0.6020618556701031,-0.029747806083326167,-0.09572388600153359,0.032146523813581,0.1844
allenai__OLMo-2-1124-7B,hellaswag_val,mink_5,500,500,0.582,0.556,0.025999999999999912,-0.03599999999999992,0.08799999999999997,0.8182
allenai__OLMo-2-1124-7B,hellaswag_val,mink_10,500,500,0.592,0.546,0.04599999999999993,-0.016000000000000014,0.10999999999999999,0.9366
allenai__OLMo-2-1124-7B,hellaswag_val,mink_20,500,500,0.6,0.538,0.061999999999999944,0.0040000000000000036,0.12204999999999973,0.9784
allenai__OLMo-2-1124-7B,hellaswag_val,mink_30,500,500,0.592,0.546,0.04599999999999993,-0.015999999999999903,0.10799999999999998,0.9396
allenai__OLMo-2-1124-7B,hellaswag_val,mink_50,500,500,0.584,0.554,0.029999999999999916,-0.03205000000000002,0.09399999999999997,0.8464
allenai__OLMo-2-1124-7B,arc_challenge,mink_5,500,500,0.752,0.772,-0.020000000000000018,-0.07399999999999995,0.03200000000000003,0.2504
allenai__OLMo-2-1124-7B,arc_challenge,mink_10,500,500,0.752,0.772,-0.020000000000000018,-0.07000000000000006,0.03400000000000003,0.2516
allenai__OLMo-2-1124-7B,arc_challenge,mink_20,500,500,0.756,0.768,-0.01200000000000001,-0.06000000000000005,0.040000000000000036,0.3456
allenai__OLMo-2-1124-7B,arc_challenge,mink_30,500,500,0.754,0.77,-0.016000000000000014,-0.06800000000000006,0.03600000000000003,0.2988
allenai__OLMo-2-1124-7B,arc_challenge,mink_50,500,500,0.75,0.774,-0.02400000000000002,-0.07800000000000007,0.02604999999999975,0.205
allenai__OLMo-2-1124-7B,humaneval,mink_5,82,82,0.04878048780487805,0.036585365853658534,0.012195121951219516,-0.04878048780487806,0.07317073170731708,0.7832
allenai__OLMo-2-1124-7B,humaneval,mink_10,82,82,0.04878048780487805,0.036585365853658534,0.012195121951219516,-0.04878048780487805,0.07317073170731708,0.7832
allenai__OLMo-2-1124-7B,humaneval,mink_20,82,82,0.04878048780487805,0.036585365853658534,0.012195121951219516,-0.04878048780487805,0.07317073170731708,0.7742
allenai__OLMo-2-1124-7B,humaneval,mink_30,82,82,0.06097560975609756,0.024390243902439025,0.036585365853658534,-0.024390243902439022,0.0975609756097561,0.941
allenai__OLMo-2-1124-7B,humaneval,mink_50,82,82,0.07317073170731707,0.012195121951219513,0.06097560975609756,0.0,0.12195121951219512,0.9934
allenai__OLMo-2-1124-7B,mbpp,mink_5,250,250,0.0,0.0,0.0,0.0,0.0,1.0
allenai__OLMo-2-1124-7B,mbpp,mink_10,250,250,0.0,0.0,0.0,0.0,0.0,1.0
allenai__OLMo-2-1124-7B,mbpp,mink_20,250,250,0.0,0.0,0.0,0.0,0.0,1.0
allenai__OLMo-2-1124-7B,mbpp,mink_30,250,250,0.0,0.0,0.0,0.0,0.0,1.0
allenai__OLMo-2-1124-7B,mbpp,mink_50,250,250,0.0,0.0,0.0,0.0,0.0,1.0
allenai__OLMo-2-1124-7B,truthfulqa_mc,mink_5,408,409,0.37254901960784315,0.43276283618581907,-0.06021381657797592,-0.12627058463972385,0.008299924493024574,0.0454
allenai__OLMo-2-1124-7B,truthfulqa_mc,mink_10,408,409,0.3872549019607843,0.4180929095354523,-0.03083800757466798,-0.1018207068891126,0.03531554125317606,0.2076
allenai__OLMo-2-1124-7B,truthfulqa_mc,mink_20,408,409,0.39215686274509803,0.4132029339853301,-0.021046071240232056,-0.08951846325327194,0.05235854427345512,0.2768
allenai__OLMo-2-1124-7B,truthfulqa_mc,mink_30,408,409,0.39705882352941174,0.4083129584352078,-0.011254134905796076,-0.07502456973009251,0.049920148377199276,0.3862
allenai__OLMo-2-1124-7B,truthfulqa_mc,mink_50,408,409,0.39950980392156865,0.4058679706601467,-0.0063581667385780305,-0.07004170861498632,0.06221565031880726,0.4456
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,gsm8k_test,mink_5,500,500,0.078,0.136,-0.05800000000000001,-0.09799999999999999,-0.020000000000000004,0.003
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,gsm8k_test,mink_10,500,500,0.078,0.136,-0.05800000000000001,-0.09599999999999999,-0.022000000000000006,0.0016
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,gsm8k_test,mink_20,500,500,0.084,0.13,-0.046,-0.084,-0.008000000000000007,0.0134
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,gsm8k_test,mink_30,500,500,0.09,0.124,-0.034,-0.074,0.0040000000000000036,0.0478
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,gsm8k_test,mink_50,500,500,0.088,0.126,-0.038000000000000006,-0.07599999999999998,0.0040000000000000036,0.033
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,mmlu_test,mink_5,484,485,0.5268595041322314,0.5360824742268041,-0.009222970094572736,-0.07115968731362361,0.054767508733066406,0.4106
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,mmlu_test,mink_10,484,485,0.5433884297520661,0.5195876288659794,0.023800800886086715,-0.038127396268211614,0.08374233194172254,0.7872
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,mmlu_test,mink_20,484,485,0.5495867768595041,0.51340206185567,0.03618471500383402,-0.02574390815370193,0.10216856948112804,0.8796
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,mmlu_test,mink_30,484,485,0.5413223140495868,0.5216494845360825,0.019672829513504242,-0.04224769958251684,0.08364594870921024,0.7436
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,mmlu_test,mink_50,484,485,0.5454545454545454,0.5175257731958763,0.027928772258669077,-0.03604424043622735,0.0898696430092869,0.8302
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,hellaswag_val,mink_5,500,500,0.442,0.406,0.035999999999999976,-0.026000000000000023,0.09800000000000003,0.8878
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,hellaswag_val,mink_10,500,500,0.438,0.41,0.028000000000000025,-0.030000000000000027,0.09199999999999997,0.8268
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,hellaswag_val,mink_20,500,500,0.452,0.396,0.055999999999999994,-0.0040000000000000036,0.11599999999999999,0.9698
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,hellaswag_val,mink_30,500,500,0.434,0.414,0.020000000000000018,-0.040000000000000036,0.07800000000000001,0.7606
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,hellaswag_val,mink_50,500,500,0.426,0.422,0.0040000000000000036,-0.06,0.064,0.5768
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,arc_challenge,mink_5,500,500,0.696,0.68,0.015999999999999903,-0.041999999999999926,0.07004999999999968,0.7424
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,arc_challenge,mink_10,500,500,0.698,0.678,0.019999999999999907,-0.03599999999999992,0.07599999999999996,0.7802
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,arc_challenge,mink_20,500,500,0.716,0.66,0.05599999999999994,0.0,0.11404999999999972,0.9756
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,arc_challenge,mink_30,500,500,0.696,0.68,0.015999999999999903,-0.04599999999999993,0.07599999999999996,0.7252
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,arc_challenge,mink_50,500,500,0.702,0.674,0.027999999999999914,-0.030000000000000027,0.08399999999999996,0.854
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,humaneval,mink_5,82,82,0.036585365853658534,0.07317073170731707,-0.036585365853658534,-0.10975609756097562,0.024390243902439025,0.2488
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,humaneval,mink_10,82,82,0.04878048780487805,0.06097560975609756,-0.01219512195121951,-0.08536585365853659,0.06097560975609756,0.5002
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,humaneval,mink_20,82,82,0.06097560975609756,0.04878048780487805,0.01219512195121951,-0.06097560975609756,0.08536585365853658,0.7612
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,humaneval,mink_30,82,82,0.04878048780487805,0.06097560975609756,-0.01219512195121951,-0.08536585365853659,0.06097560975609756,0.5018
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,humaneval,mink_50,82,82,0.04878048780487805,0.06097560975609756,-0.01219512195121951,-0.08536585365853659,0.06097560975609756,0.4984
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,mbpp,mink_5,250,250,0.0,0.0,0.0,0.0,0.0,1.0
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,mbpp,mink_10,250,250,0.0,0.0,0.0,0.0,0.0,1.0
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,mbpp,mink_20,250,250,0.0,0.0,0.0,0.0,0.0,1.0
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,mbpp,mink_30,250,250,0.0,0.0,0.0,0.0,0.0,1.0
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,mbpp,mink_50,250,250,0.0,0.0,0.0,0.0,0.0,1.0
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,truthfulqa_mc,mink_5,408,409,0.24754901960784315,0.24205378973105135,0.005495229876791796,-0.0507935723189031,0.06180200992377393,0.6092
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,truthfulqa_mc,mink_10,408,409,0.23284313725490197,0.2567237163814181,-0.023880579126516144,-0.0801401673138693,0.03488317392971859,0.2416
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,truthfulqa_mc,mink_20,408,409,0.23284313725490197,0.2567237163814181,-0.023880579126516144,-0.08257242077760199,0.03000533342921518,0.2336
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,truthfulqa_mc,mink_30,408,409,0.23529411764705882,0.254278728606357,-0.018984610959298154,-0.08259039862888923,0.03979127714655547,0.2774
deepseek-ai__DeepSeek-R1-Distill-Qwen-7B,truthfulqa_mc,mink_50,408,409,0.22794117647058823,0.2616136919315403,-0.033672515460952096,-0.09006753679466896,0.027572031257490776,0.1566
google__gemma-2-27b,gsm8k_test,mink_5,500,500,0.634,0.754,-0.12,-0.17400000000000004,-0.06399999999999995,0.0
google__gemma-2-27b,gsm8k_test,mink_10,500,500,0.65,0.738,-0.08799999999999997,-0.14200000000000002,-0.031950000000000194,0.001
google__gemma-2-27b,gsm8k_test,mink_20,500,500,0.664,0.724,-0.05999999999999994,-0.11599999999999999,-0.0020000000000000018,0.0244
google__gemma-2-27b,gsm8k_test,mink_30,500,500,0.674,0.714,-0.039999999999999925,-0.09599999999999997,0.016000000000000014,0.104
google__gemma-2-27b,gsm8k_test,mink_50,500,500,0.682,0.706,-0.02399999999999991,-0.07999999999999996,0.03399999999999992,0.2408
google__gemma-2-27b,mmlu_test,mink_5,484,485,0.7334710743801653,0.7587628865979381,-0.02529181221777277,-0.07898557979040646,0.03245739967623753,0.2014
google__gemma-2-27b,mmlu_test,mink_10,484,485,0.7045454545454546,0.7876288659793814,-0.08308341143392683,-0.13674309874755045,-0.029393690892050843,0.0028
google__gemma-2-27b,mmlu_test,mink_20,484,485,0.7004132231404959,0.7917525773195876,-0.09133935417909167,-0.14706068416119955,-0.0356052440998552,0.0006
google__gemma-2-27b,mmlu_test,mink_30,484,485,0.7128099173553719,0.7793814432989691,-0.06657152594359717,-0.11819470477975626,-0.006739264718411895,0.008
google__gemma-2-27b,mmlu_test,mink_50,484,485,0.7210743801652892,0.7711340206185567,-0.050059640453267495,-0.10580227059725646,0.003613146459913135,0.0422
google__gemma-2-27b,hellaswag_val,mink_5,500,500,0.836,0.804,0.03199999999999992,-0.015999999999999903,0.08004999999999969,0.9208
google__gemma-2-27b,hellaswag_val,mink_10,500,500,0.866,0.774,0.09199999999999997,0.04200000000000004,0.14,1.0
google__gemma-2-27b,hellaswag_val,mink_20,500,500,0.888,0.752,0.136,0.08999999999999997,0.18600000000000005,1.0
google__gemma-2-27b,hellaswag_val,mink_30,500,500,0.898,0.742,0.15600000000000003,0.10799999999999998,0.20400000000000007,1.0
google__gemma-2-27b,hellaswag_val,mink_50,500,500,0.9,0.74,0.16000000000000003,0.11399999999999999,0.20600000000000007,1.0
google__gemma-2-27b,arc_challenge,mink_5,500,500,0.912,0.904,0.008000000000000007,-0.028000000000000025,0.04400000000000004,0.7134
google__gemma-2-27b,arc_challenge,mink_10,500,500,0.906,0.91,-0.0040000000000000036,-0.040000000000000036,0.03200000000000003,0.4566
google__gemma-2-27b,arc_challenge,mink_20,500,500,0.906,0.91,-0.0040000000000000036,-0.040000000000000036,0.030000000000000027,0.4638
google__gemma-2-27b,arc_challenge,mink_30,500,500,0.914,0.902,0.01200000000000001,-0.02400000000000002,0.04599999999999993,0.7766
google__gemma-2-27b,arc_challenge,mink_50,500,500,0.914,0.902,0.01200000000000001,-0.02400000000000002,0.04800000000000004,0.7688
google__gemma-2-27b,humaneval,mink_5,82,82,0.024390243902439025,0.12195121951219512,-0.0975609756097561,-0.18292682926829268,-0.024390243902439025,0.0182
google__gemma-2-27b,humaneval,mink_10,82,82,0.036585365853658534,0.10975609756097561,-0.07317073170731708,-0.15853658536585366,0.0,0.0654
google__gemma-2-27b,humaneval,mink_20,82,82,0.04878048780487805,0.0975609756097561,-0.04878048780487805,-0.12195121951219513,0.024695121951217855,0.1866
google__gemma-2-27b,humaneval,mink_30,82,82,0.04878048780487805,0.0975609756097561,-0.04878048780487805,-0.13414634146341461,0.024390243902439032,0.1844
google__gemma-2-27b,humaneval,mink_50,82,82,0.04878048780487805,0.0975609756097561,-0.04878048780487805,-0.12195121951219513,0.024390243902439032,0.185
google__gemma-2-27b,mbpp,mink_5,250,250,0.0,0.0,0.0,0.0,0.0,1.0
google__gemma-2-27b,mbpp,mink_10,250,250,0.0,0.0,0.0,0.0,0.0,1.0
google__gemma-2-27b,mbpp,mink_20,250,250,0.0,0.0,0.0,0.0,0.0,1.0
google__gemma-2-27b,mbpp,mink_30,250,250,0.0,0.0,0.0,0.0,0.0,1.0
google__gemma-2-27b,mbpp,mink_50,250,250,0.0,0.0,0.0,0.0,0.0,1.0
google__gemma-2-27b,mbpp,v2_ensemble,409,13,0.0,0.0,0.0,0.0,0.0,1.0
google__gemma-2-27b,truthfulqa_mc,mink_5,408,409,0.75,0.7163814180929096,0.03361858190709044,-0.027584166307109685,0.09234038664365507,0.8754
google__gemma-2-27b,truthfulqa_mc,mink_10,408,409,0.7377450980392157,0.7286063569682152,0.009138741071000545,-0.04962486216980677,0.07037130255525192,0.6344
google__gemma-2-27b,truthfulqa_mc,mink_20,408,409,0.7377450980392157,0.7286063569682152,0.009138741071000545,-0.05206999976029525,0.06790324320437222,0.6428
google__gemma-2-27b,truthfulqa_mc,mink_30,408,409,0.7352941176470589,0.7310513447432763,0.00424277290378261,-0.054621206673378345,0.0629704204420154,0.5782
google__gemma-2-27b,truthfulqa_mc,mink_50,408,409,0.7622549019607843,0.7041564792176039,0.058098422743180334,-0.0008070557073685198,0.12172203844863128,0.9708
google__gemma-2-9b,gsm8k_test,mink_5,500,500,0.598,0.738,-0.14,-0.19600000000000006,-0.08395000000000023,0.0
google__gemma-2-9b,gsm8k_test,mink_10,500,500,0.602,0.734,-0.132,-0.19000000000000006,-0.07399999999999995,0.0
google__gemma-2-9b,gsm8k_test,mink_20,500,500,0.616,0.72,-0.10399999999999998,-0.16200000000000003,-0.041999999999999926,0.0004
google__gemma-2-9b,gsm8k_test,mink_30,500,500,0.626,0.71,-0.08399999999999996,-0.14200000000000002,-0.02400000000000002,0.003
google__gemma-2-9b,gsm8k_test,mink_50,500,500,0.632,0.704,-0.07199999999999995,-0.12805,-0.013950000000000285,0.01
google__gemma-2-9b,mmlu_test,mink_5,484,485,0.6260330578512396,0.7237113402061855,-0.09767828235494591,-0.15342964556530628,-0.03992427792451228,0.001
google__gemma-2-9b,mmlu_test,mink_10,484,485,0.6157024793388429,0.734020618556701,-0.11831813921785805,-0.1781804336712959,-0.05845169123285341,0.0
google__gemma-2-9b,mmlu_test,mink_20,484,485,0.6157024793388429,0.734020618556701,-0.11831813921785805,-0.1761226250319502,-0.060509393371389594,0.0
google__gemma-2-9b,mmlu_test,mink_30,484,485,0.6198347107438017,0.7298969072164948,-0.11006219647269311,-0.16792280821334238,-0.05022524921189402,0.0
google__gemma-2-9b,mmlu_test,mink_50,484,485,0.6446280991735537,0.7051546391752578,-0.0605265400017041,-0.1184148419527989,-0.006849706057766086,0.0264
google__gemma-2-9b,hellaswag_val,mink_5,500,500,0.686,0.596,0.09000000000000008,0.030000000000000027,0.15000000000000002,0.999
google__gemma-2-9b,hellaswag_val,mink_10,500,500,0.692,0.59,0.10199999999999998,0.04400000000000004,0.15800000000000003,0.9994
google__gemma-2-9b,hellaswag_val,mink_20,500,500,0.694,0.588,0.10599999999999998,0.050000000000000044,0.16599999999999993,0.9994
google__gemma-2-9b,hellaswag_val,mink_30,500,500,0.688,0.594,0.09399999999999997,0.030000000000000027,0.15204999999999974,0.9988
google__gemma-2-9b,hellaswag_val,mink_50,500,500,0.71,0.572,0.138,0.07800000000000007,0.19799999999999995,1.0
google__gemma-2-9b,arc_challenge,mink_5,453,547,0.8852097130242825,0.9122486288848263,-0.027038915860543744,-0.06526266087146017,0.010040719800154196,0.0994
google__gemma-2-9b,arc_challenge,mink_10,500,500,0.894,0.906,-0.01200000000000001,-0.050000000000000044,0.02404999999999975,0.2966
google__gemma-2-9b,arc_challenge,mink_20,500,500,0.896,0.904,-0.008000000000000007,-0.04599999999999993,0.03200000000000003,0.3748
google__gemma-2-9b,arc_challenge,mink_30,500,500,0.896,0.904,-0.008000000000000007,-0.04600000000000004,0.030000000000000027,0.366
google__gemma-2-9b,arc_challenge,mink_50,500,500,0.898,0.902,-0.0040000000000000036,-0.04200000000000004,0.03400000000000003,0.4604
google__gemma-2-9b,humaneval,mink_5,82,82,0.04878048780487805,0.0975609756097561,-0.04878048780487805,-0.13414634146341461,0.036585365853658534,0.1928
google__gemma-2-9b,humaneval,mink_10,82,82,0.04878048780487805,0.0975609756097561,-0.04878048780487805,-0.13414634146341464,0.024390243902439032,0.1794
google__gemma-2-9b,humaneval,mink_20,82,82,0.06097560975609756,0.08536585365853659,-0.024390243902439032,-0.10975609756097561,0.06097560975609756,0.3886
google__gemma-2-9b,humaneval,mink_30,82,82,0.08536585365853659,0.06097560975609756,0.024390243902439032,-0.060975609756097546,0.1097560975609756,0.801
google__gemma-2-9b,humaneval,mink_50,82,82,0.08536585365853659,0.06097560975609756,0.024390243902439032,-0.04878048780487806,0.1097560975609756,0.8082
google__gemma-2-9b,mbpp,mink_5,250,250,0.0,0.0,0.0,0.0,0.0,1.0
google__gemma-2-9b,mbpp,mink_10,250,250,0.0,0.0,0.0,0.0,0.0,1.0
google__gemma-2-9b,mbpp,mink_20,250,250,0.0,0.0,0.0,0.0,0.0,1.0
google__gemma-2-9b,mbpp,mink_30,250,250,0.0,0.0,0.0,0.0,0.0,1.0
google__gemma-2-9b,mbpp,mink_50,250,250,0.0,0.0,0.0,0.0,0.0,1.0
google__gemma-2-9b,truthfulqa_mc,mink_5,408,409,0.678921568627451,0.687041564792176,-0.00811999616472503,-0.07176773215398624,0.05794860731578688,0.4356
google__gemma-2-9b,truthfulqa_mc,mink_10,408,409,0.696078431372549,0.6699266503667481,0.026151781005800845,-0.03750779040222452,0.08969824176614413,0.812
google__gemma-2-9b,truthfulqa_mc,mink_20,408,409,0.6813725490196079,0.684596577017115,-0.003224027997507095,-0.06927555251929626,0.06526019943429694,0.4832
google__gemma-2-9b,truthfulqa_mc,mink_30,408,409,0.6887254901960784,0.6772616136919315,0.01146387650414693,-0.04977482741262762,0.07512974016012273,0.6726
google__gemma-2-9b,truthfulqa_mc,mink_50,408,409,0.6887254901960784,0.6772616136919315,0.01146387650414693,-0.052161686801860126,0.0799418116880004,0.675
ibm-granite__granite-3.1-8b-base,gsm8k_test,mink_5,500,500,0.016,0.016,0.0,-0.016,0.016,0.581
ibm-granite__granite-3.1-8b-base,gsm8k_test,mink_10,500,500,0.02,0.012,0.008,-0.007999999999999998,0.024,0.9018
ibm-granite__granite-3.1-8b-base,gsm8k_test,mink_20,500,500,0.016,0.016,0.0,-0.016,0.016,0.599
ibm-granite__granite-3.1-8b-base,gsm8k_test,mink_30,500,500,0.016,0.016,0.0,-0.016,0.016,0.5974
ibm-granite__granite-3.1-8b-base,gsm8k_test,mink_50,500,500,0.018,0.014,0.003999999999999998,-0.010049999999999998,0.019999999999999997,0.7728
ibm-granite__granite-3.1-8b-base,gsm8k_test,v2_ensemble,48,315,0.0,0.015873015873015872,-0.015873015873015872,-0.031746031746031744,-0.0031746031746031746,0.4812
ibm-granite__granite-3.1-8b-base,mmlu_test,mink_5,484,485,0.5516528925619835,0.5835051546391753,-0.03185226207719183,-0.09380633892817586,0.03210402999062794,0.172
ibm-granite__granite-3.1-8b-base,mmlu_test,mink_10,484,485,0.5165289256198347,0.6185567010309279,-0.1020277754110932,-0.15990212575615573,-0.04217378802078902,0.0012
ibm-granite__granite-3.1-8b-base,mmlu_test,mink_20,484,485,0.5206611570247934,0.6144329896907217,-0.09377183266592826,-0.15366394734599984,-0.03389271108460422,0.002
ibm-granite__granite-3.1-8b-base,mmlu_test,mink_30,484,485,0.5268595041322314,0.6082474226804123,-0.08138791854818095,-0.1433164352049075,-0.021508903467666318,0.0066
ibm-granite__granite-3.1-8b-base,mmlu_test,mink_50,484,485,0.5392561983471075,0.5958762886597938,-0.05662009031268633,-0.11851846724035099,0.005282546647354513,0.0426
ibm-granite__granite-3.1-8b-base,mmlu_test,v2_ensemble,704,20,0.5980113636363636,0.5,0.09801136363636365,-0.12617187499999996,0.31793323863636347,0.864
ibm-granite__granite-3.1-8b-base,hellaswag_val,mink_5,500,500,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,hellaswag_val,mink_10,500,500,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,hellaswag_val,mink_20,500,500,0.0,0.0,0.0,0.0,0.0,1.0
ibm-granite__granite-3.1-8b-base,hellaswag_val,mink_30,500,500,0.0,0.0,0.0,0.0,0.0,1.0
